Dataset,SGD,Perceptron
0,0.7100000000000001,0.69
0,0.7,0.7099999999999999
0,0.7333333333333333,0.6733333333333333
0,0.7300000000000001,0.7333333333333333
0,0.7466666666666667,0.6833333333333332
0,0.7166666666666666,0.7133333333333333
0,0.69,0.6766666666666666
0,0.69,0.7233333333333334
0,0.7233333333333334,0.71
0,0.7066666666666667,0.67
0,0.7133333333333334,0.6766666666666666
0,0.7033333333333334,0.7366666666666666
0,0.6966666666666667,0.6966666666666667
0,0.7300000000000001,0.7366666666666667
0,0.7333333333333333,0.7233333333333334
0,0.7066666666666667,0.7133333333333333
0,0.7133333333333333,0.7033333333333334
0,0.7366666666666667,0.72
0,0.7166666666666667,0.7366666666666666
0,0.7300000000000001,0.7133333333333333
0,0.7066666666666667,0.6833333333333333
0,0.7,0.6866666666666668
0,0.6900000000000001,0.7133333333333333
0,0.7233333333333334,0.72
0,0.7066666666666667,0.7133333333333334
0,0.73,0.73
0,0.74,0.74
0,0.7100000000000001,0.6933333333333331
0,0.6833333333333333,0.69
0,0.7066666666666667,0.7266666666666667
0,0.7366666666666666,0.7233333333333334
0,0.7066666666666666,0.7100000000000001
0,0.7366666666666667,0.7533333333333333
0,0.6833333333333333,0.6666666666666667
0,0.75,0.76
0,0.71,0.7166666666666667
0,0.7266666666666668,0.6766666666666665
0,0.7066666666666667,0.6766666666666667
0,0.72,0.7066666666666668
0,0.7033333333333334,0.6833333333333333
0,0.6833333333333333,0.6966666666666667
0,0.7033333333333334,0.7066666666666667
0,0.7,0.6933333333333332
0,0.6966666666666667,0.7000000000000001
0,0.72,0.7
0,0.7133333333333334,0.68
0,0.6866666666666668,0.72
0,0.7,0.7166666666666666
0,0.6966666666666667,0.7233333333333334
0,0.6766666666666666,0.6833333333333333
0,0.72,0.6866666666666668
0,0.6933333333333334,0.71
0,0.6799999999999999,0.6933333333333332
0,0.7133333333333333,0.7166666666666667
0,0.6933333333333332,0.7
0,0.72,0.7333333333333333
0,0.7400000000000001,0.7666666666666666
0,0.7233333333333334,0.7433333333333334
0,0.7000000000000001,0.7133333333333334
0,0.7333333333333333,0.6733333333333332
0,0.7233333333333334,0.72
0,0.7100000000000001,0.7233333333333334
0,0.7266666666666668,0.7233333333333334
0,0.6866666666666668,0.72
0,0.73,0.6933333333333334
0,0.7166666666666667,0.71
0,0.7033333333333334,0.7233333333333334
0,0.6933333333333332,0.6966666666666667
0,0.7233333333333333,0.7133333333333333
0,0.7,0.7
0,0.7233333333333334,0.72
0,0.7,0.7133333333333333
0,0.7266666666666668,0.7233333333333334
0,0.72,0.7066666666666667
0,0.6966666666666667,0.7466666666666667
0,0.74,0.72
0,0.7,0.7133333333333334
0,0.68,0.7166666666666666
0,0.6866666666666668,0.72
0,0.7,0.7033333333333334
0,0.6966666666666667,0.7166666666666667
0,0.7100000000000001,0.6733333333333332
0,0.7100000000000001,0.7233333333333334
0,0.7300000000000001,0.72
0,0.7333333333333333,0.7266666666666668
0,0.6966666666666665,0.7433333333333334
0,0.7066666666666667,0.72
0,0.7033333333333334,0.6933333333333334
0,0.7366666666666667,0.7333333333333332
0,0.7033333333333333,0.7166666666666667
0,0.72,0.7433333333333334
0,0.6933333333333332,0.7333333333333333
0,0.7033333333333333,0.6866666666666666
0,0.7300000000000001,0.7
0,0.7033333333333334,0.6866666666666666
0,0.7266666666666667,0.7333333333333332
0,0.7266666666666667,0.73
0,0.7133333333333334,0.7
0,0.6933333333333334,0.7133333333333334
0,0.7066666666666667,0.6866666666666668
0,0.7166666666666666,0.7266666666666667
0,0.7066666666666667,0.7233333333333334
0,0.74,0.6566666666666666
0,0.7133333333333333,0.6833333333333333
0,0.71,0.74
0,0.7433333333333334,0.7133333333333334
0,0.6766666666666667,0.7066666666666668
0,0.6933333333333334,0.6799999999999999
0,0.72,0.7033333333333334
0,0.6833333333333333,0.7166666666666667
0,0.7266666666666667,0.7166666666666666
0,0.7300000000000001,0.7233333333333333
0,0.6966666666666667,0.7133333333333333
0,0.6900000000000001,0.7066666666666667
0,0.7166666666666666,0.7
0,0.7,0.7033333333333334
0,0.76,0.7133333333333333
0,0.69,0.7300000000000001
0,0.6900000000000001,0.6866666666666668
0,0.7066666666666667,0.6833333333333332
0,0.7100000000000002,0.7033333333333334
0,0.7266666666666666,0.6966666666666665
0,0.7266666666666667,0.7333333333333334
0,0.69,0.6799999999999999
0,0.7133333333333334,0.7100000000000001
0,0.7166666666666667,0.73
0,0.6766666666666667,0.6866666666666666
0,0.7,0.7233333333333334
0,0.66,0.6866666666666666
0,0.7066666666666667,0.7100000000000001
0,0.7266666666666666,0.7366666666666666
0,0.7300000000000001,0.7133333333333334
0,0.7066666666666667,0.7033333333333334
0,0.7233333333333334,0.74
0,0.7266666666666667,0.73
0,0.7166666666666666,0.7
0,0.7166666666666666,0.7533333333333332
0,0.6833333333333333,0.6866666666666666
0,0.7266666666666667,0.7033333333333334
0,0.7466666666666667,0.72
0,0.7233333333333334,0.6933333333333334
0,0.7033333333333334,0.6966666666666667
0,0.7233333333333334,0.7233333333333334
0,0.7233333333333334,0.72
0,0.7066666666666667,0.7166666666666667
0,0.7100000000000001,0.7166666666666667
0,0.7066666666666667,0.71
0,0.6799999999999999,0.6933333333333334
0,0.6900000000000001,0.6866666666666666
0,0.7233333333333334,0.7066666666666667
0,0.7200000000000001,0.7166666666666666
0,0.7233333333333334,0.72
0,0.7166666666666666,0.7166666666666667
0,0.6866666666666668,0.6799999999999999
0,0.7,0.7433333333333334
0,0.7366666666666667,0.73
0,0.6666666666666667,0.7333333333333334
0,0.71,0.7233333333333334
0,0.7300000000000001,0.74
0,0.7166666666666667,0.73
0,0.7233333333333334,0.7200000000000001
0,0.6933333333333334,0.72
0,0.7166666666666667,0.7300000000000001
0,0.7066666666666667,0.7099999999999999
0,0.7266666666666667,0.6966666666666667
0,0.6799999999999999,0.6833333333333333
0,0.7300000000000001,0.7233333333333334
0,0.6766666666666666,0.7
0,0.7,0.7133333333333333
0,0.7466666666666667,0.72
0,0.74,0.6799999999999999
0,0.7133333333333333,0.7066666666666668
0,0.7466666666666666,0.7
0,0.7066666666666667,0.74
0,0.72,0.7066666666666667
0,0.7133333333333334,0.6966666666666667
0,0.7166666666666666,0.74
0,0.7033333333333334,0.6933333333333334
0,0.7133333333333334,0.7233333333333334
0,0.71,0.7100000000000002
0,0.7366666666666667,0.7133333333333333
0,0.7066666666666667,0.7133333333333333
0,0.6866666666666666,0.6766666666666666
0,0.6966666666666667,0.7066666666666667
0,0.6966666666666665,0.7166666666666666
0,0.7099999999999999,0.75
0,0.7233333333333334,0.6933333333333334
0,0.7033333333333333,0.6833333333333332
0,0.7133333333333332,0.6966666666666667
0,0.72,0.6833333333333333
0,0.7233333333333334,0.7266666666666667
0,0.7066666666666667,0.7033333333333334
0,0.7166666666666666,0.7266666666666668
0,0.7033333333333334,0.7200000000000001
0,0.6933333333333334,0.7166666666666666
0,0.7333333333333332,0.7133333333333333
0,0.72,0.7
0,0.7366666666666668,0.6900000000000001
0,0.72,0.6866666666666666
0,0.7333333333333333,0.72
0,0.6799999999999999,0.6900000000000001
0,0.7466666666666667,0.7266666666666667
0,0.7100000000000001,0.7099999999999999
0,0.7233333333333334,0.7233333333333333
0,0.7,0.71
0,0.7133333333333334,0.72
0,0.72,0.7166666666666666
0,0.7133333333333334,0.6866666666666668
0,0.7333333333333333,0.6900000000000001
0,0.6933333333333332,0.7
0,0.72,0.7066666666666667
0,0.7233333333333334,0.6966666666666665
0,0.6966666666666667,0.7133333333333334
0,0.6833333333333333,0.6766666666666666
0,0.7333333333333334,0.6900000000000001
0,0.7033333333333333,0.7
0,0.7,0.73
0,0.7033333333333334,0.7133333333333333
0,0.71,0.7133333333333335
0,0.7166666666666667,0.7266666666666667
0,0.7133333333333332,0.6799999999999999
0,0.7,0.6966666666666667
0,0.7033333333333334,0.6966666666666668
0,0.7,0.6599999999999999
0,0.7166666666666666,0.73
0,0.6833333333333333,0.7266666666666666
0,0.7133333333333332,0.6799999999999999
0,0.7166666666666666,0.7033333333333334
0,0.7333333333333332,0.7066666666666668
0,0.7300000000000001,0.7166666666666666
0,0.7166666666666667,0.7033333333333334
0,0.7366666666666667,0.7166666666666667
0,0.73,0.7166666666666666
0,0.7299999999999999,0.6733333333333333
0,0.7366666666666666,0.7266666666666666
0,0.6900000000000001,0.7166666666666666
0,0.7099999999999999,0.7
0,0.6933333333333334,0.7
0,0.7166666666666667,0.72
0,0.7033333333333334,0.71
0,0.6900000000000001,0.76
0,0.7133333333333333,0.7266666666666667
0,0.6900000000000001,0.6833333333333333
0,0.71,0.7133333333333333
0,0.7100000000000001,0.7100000000000001
0,0.7166666666666668,0.7266666666666668
0,0.7433333333333333,0.72
0,0.7266666666666667,0.7333333333333334
0,0.72,0.7133333333333332
0,0.7266666666666667,0.7
0,0.73,0.7233333333333333
0,0.73,0.7366666666666667
0,0.7133333333333333,0.7233333333333334
0,0.7066666666666667,0.7299999999999999
0,0.7,0.7366666666666667
0,0.7000000000000001,0.72
0,0.6966666666666665,0.7333333333333333
0,0.7033333333333333,0.6966666666666667
0,0.71,0.72
0,0.71,0.6899999999999998
0,0.7233333333333334,0.72
0,0.71,0.7333333333333333
0,0.7366666666666666,0.69
0,0.72,0.71
0,0.7033333333333334,0.6866666666666666
0,0.7166666666666666,0.7466666666666667
0,0.7066666666666668,0.6766666666666666
0,0.7,0.7
0,0.6699999999999999,0.7133333333333333
0,0.7066666666666666,0.71
0,0.6866666666666666,0.6966666666666667
0,0.72,0.71
0,0.6900000000000001,0.6766666666666666
0,0.72,0.67
0,0.6766666666666667,0.7033333333333334
0,0.73,0.7333333333333334
0,0.7,0.7233333333333334
0,0.7233333333333334,0.6799999999999999
0,0.7033333333333334,0.7033333333333334
0,0.69,0.6933333333333332
0,0.7266666666666666,0.74
0,0.7266666666666668,0.7433333333333334
0,0.6933333333333332,0.7166666666666667
0,0.7400000000000001,0.7133333333333333
0,0.7033333333333334,0.7066666666666667
0,0.7433333333333334,0.7533333333333333
0,0.6900000000000001,0.7000000000000001
0,0.7133333333333333,0.74
0,0.7233333333333334,0.75
0,0.7,0.7066666666666667
0,0.74,0.7133333333333334
0,0.7066666666666667,0.7633333333333334
0,0.71,0.7300000000000001
0,0.71,0.74
0,0.7366666666666667,0.7266666666666666
0,0.71,0.6966666666666667
0,0.71,0.7166666666666666
0,0.7233333333333334,0.7066666666666668
0,0.7433333333333333,0.7
0,0.72,0.7233333333333334
0,0.7633333333333334,0.6900000000000001
0,0.7066666666666667,0.71
0,0.7133333333333333,0.7233333333333333
0,0.72,0.7133333333333333
0,0.6733333333333333,0.69
0,0.7033333333333334,0.7200000000000001
0,0.7233333333333334,0.7233333333333334
0,0.7300000000000001,0.72
0,0.7166666666666667,0.7
0,0.7333333333333333,0.6866666666666666
0,0.7299999999999999,0.75
0,0.7299999999999999,0.7033333333333334
0,0.7000000000000001,0.6699999999999999
0,0.7433333333333334,0.7433333333333334
0,0.7433333333333334,0.74
0,0.6866666666666665,0.7033333333333334
0,0.75,0.7066666666666668
0,0.7100000000000001,0.7366666666666666
0,0.6966666666666665,0.7066666666666667
0,0.72,0.7266666666666667
0,0.7200000000000001,0.7266666666666667
0,0.7033333333333334,0.6966666666666668
0,0.73,0.7233333333333334
0,0.72,0.7266666666666668
0,0.7166666666666667,0.71
0,0.71,0.71
0,0.73,0.71
0,0.7033333333333334,0.7299999999999999
0,0.7366666666666667,0.6966666666666665
0,0.72,0.72
0,0.6766666666666666,0.7133333333333333
0,0.6900000000000001,0.7133333333333332
0,0.7366666666666667,0.7033333333333334
0,0.6866666666666666,0.6966666666666667
0,0.71,0.7033333333333334
0,0.72,0.6633333333333333
0,0.7133333333333333,0.7033333333333334
0,0.72,0.7366666666666666
0,0.7366666666666667,0.6866666666666666
0,0.7233333333333333,0.7133333333333333
0,0.7300000000000001,0.72
0,0.7100000000000001,0.7066666666666667
0,0.7,0.7133333333333333
0,0.7200000000000001,0.6599999999999999
0,0.7133333333333334,0.6900000000000001
0,0.74,0.7366666666666667
0,0.7333333333333334,0.71
0,0.7233333333333334,0.7366666666666667
0,0.71,0.7066666666666667
0,0.7133333333333334,0.7266666666666668
0,0.6933333333333334,0.7166666666666666
0,0.6866666666666668,0.7466666666666667
0,0.74,0.7
0,0.74,0.6966666666666667
0,0.7333333333333333,0.7533333333333333
0,0.6866666666666666,0.7200000000000001
0,0.7100000000000001,0.6933333333333334
0,0.72,0.6933333333333332
0,0.7233333333333333,0.7300000000000001
0,0.6966666666666667,0.7333333333333334
0,0.6799999999999999,0.7266666666666667
0,0.6966666666666665,0.7099999999999999
0,0.7166666666666666,0.7033333333333334
0,0.7733333333333333,0.72
0,0.7466666666666667,0.7033333333333334
0,0.6766666666666666,0.7133333333333334
0,0.71,0.7333333333333334
0,0.6833333333333333,0.6966666666666665
0,0.72,0.7
0,0.7166666666666667,0.7
0,0.7299999999999999,0.7266666666666668
0,0.7133333333333335,0.72
0,0.6966666666666667,0.7033333333333334
0,0.7433333333333334,0.6900000000000001
0,0.6866666666666666,0.74
0,0.7233333333333334,0.7233333333333334
0,0.7066666666666667,0.7
0,0.7233333333333334,0.7366666666666666
0,0.72,0.7
0,0.72,0.74
0,0.7233333333333334,0.7366666666666667
0,0.68,0.6599999999999999
0,0.7066666666666668,0.7066666666666667
0,0.7066666666666667,0.7266666666666666
0,0.7033333333333334,0.7033333333333334
0,0.7333333333333334,0.7433333333333334
0,0.71,0.72
0,0.74,0.7
0,0.7366666666666666,0.73
0,0.73,0.7066666666666667
0,0.7166666666666666,0.7333333333333333
0,0.7333333333333333,0.6766666666666666
0,0.6933333333333332,0.7366666666666666
0,0.7166666666666666,0.72
0,0.6933333333333334,0.7033333333333334
0,0.7166666666666667,0.72
0,0.7466666666666668,0.7066666666666667
0,0.71,0.6866666666666668
0,0.75,0.72
0,0.7166666666666667,0.74
0,0.72,0.6833333333333333
0,0.7033333333333334,0.6866666666666668
0,0.7066666666666667,0.6966666666666667
0,0.7033333333333334,0.7233333333333334
0,0.7166666666666666,0.7300000000000001
0,0.7266666666666666,0.6799999999999999
0,0.7133333333333333,0.6966666666666665
0,0.7,0.6866666666666666
0,0.6900000000000001,0.7066666666666667
0,0.74,0.6900000000000001
0,0.7033333333333334,0.6966666666666667
0,0.7100000000000001,0.7066666666666667
0,0.7366666666666666,0.7133333333333333
0,0.7166666666666668,0.7266666666666666
0,0.6900000000000001,0.71
0,0.6766666666666666,0.6766666666666666
0,0.6799999999999999,0.7
0,0.7366666666666667,0.7100000000000001
0,0.6900000000000001,0.7466666666666667
0,0.6833333333333333,0.7099999999999999
0,0.7066666666666667,0.7333333333333333
0,0.7433333333333334,0.69
0,0.71,0.7266666666666666
0,0.7166666666666667,0.6933333333333334
0,0.7300000000000001,0.7066666666666668
0,0.7033333333333334,0.6733333333333333
0,0.7033333333333334,0.7133333333333333
0,0.7,0.7133333333333334
0,0.73,0.6966666666666667
0,0.7066666666666666,0.7
0,0.7366666666666667,0.6966666666666667
0,0.7033333333333334,0.7100000000000001
0,0.7300000000000001,0.7233333333333334
0,0.75,0.7066666666666667
0,0.7266666666666667,0.7133333333333333
0,0.7500000000000001,0.7266666666666666
0,0.7,0.7133333333333333
0,0.6900000000000001,0.72
0,0.7166666666666667,0.7133333333333335
0,0.7200000000000001,0.6999999999999998
0,0.7100000000000001,0.7266666666666667
0,0.7466666666666667,0.7133333333333333
0,0.7,0.7066666666666667
0,0.7133333333333333,0.6433333333333333
0,0.7266666666666667,0.6766666666666667
0,0.74,0.69
0,0.7466666666666667,0.7100000000000001
0,0.7133333333333333,0.7166666666666666
0,0.7333333333333333,0.72
0,0.7499999999999999,0.7000000000000001
0,0.7333333333333333,0.7066666666666667
0,0.7166666666666666,0.71
0,0.72,0.72
0,0.6933333333333334,0.7133333333333333
0,0.7166666666666667,0.7266666666666667
0,0.7033333333333334,0.6966666666666667
0,0.72,0.7366666666666667
0,0.67,0.7166666666666666
0,0.7166666666666667,0.7266666666666667
0,0.7,0.72
0,0.7133333333333333,0.71
0,0.7033333333333334,0.7100000000000001
0,0.7333333333333334,0.73
0,0.7466666666666666,0.6599999999999999
0,0.7100000000000001,0.7
0,0.7366666666666667,0.7266666666666667
0,0.6799999999999999,0.7266666666666666
0,0.7266666666666667,0.71
0,0.71,0.7033333333333334
0,0.7433333333333333,0.7233333333333333
0,0.7133333333333332,0.7233333333333334
0,0.7233333333333334,0.7133333333333334
0,0.7366666666666666,0.7133333333333334
0,0.6966666666666665,0.72
0,0.7066666666666667,0.7233333333333334
0,0.7066666666666667,0.7033333333333334
0,0.7033333333333334,0.6933333333333334
0,0.6733333333333332,0.7066666666666668
0,0.7166666666666668,0.7133333333333334
0,0.6933333333333334,0.7266666666666667
0,0.6866666666666666,0.72
0,0.72,0.7
0,0.6833333333333333,0.7166666666666667
0,0.7300000000000001,0.7266666666666667
0,0.7033333333333334,0.73
0,0.75,0.7066666666666667
0,0.72,0.7100000000000001
0,0.7233333333333334,0.7333333333333333
0,0.72,0.7266666666666668
0,0.72,0.72
0,0.7133333333333333,0.7166666666666668
0,0.6599999999999999,0.6966666666666667
0,0.7133333333333333,0.72
0,0.6966666666666667,0.7066666666666667
0,0.7066666666666667,0.7433333333333334
0,0.7333333333333334,0.7033333333333333
0,0.7066666666666667,0.71
0,0.6966666666666667,0.7266666666666668
0,0.6866666666666668,0.6799999999999999
0,0.7066666666666667,0.7333333333333334
0,0.7066666666666667,0.7066666666666667
0,0.7433333333333334,0.7333333333333333
0,0.7466666666666667,0.72
0,0.73,0.72
0,0.72,0.7066666666666666
0,0.71,0.7
0,0.6900000000000001,0.6933333333333332
0,0.6933333333333334,0.72
0,0.6933333333333334,0.6666666666666666
0,0.6966666666666667,0.6766666666666666
0,0.6933333333333334,0.71
0,0.7033333333333334,0.7166666666666666
0,0.73,0.7066666666666668
0,0.7133333333333334,0.7233333333333334
0,0.7533333333333333,0.6900000000000001
0,0.69,0.7066666666666667
0,0.7366666666666666,0.7
0,0.7066666666666667,0.7033333333333334
0,0.73,0.7066666666666667
0,0.7,0.7166666666666667
0,0.7166666666666666,0.72
0,0.7266666666666666,0.7066666666666667
0,0.6966666666666667,0.7133333333333334
0,0.6933333333333334,0.7266666666666667
0,0.7299999999999999,0.7033333333333334
0,0.69,0.7066666666666666
0,0.71,0.7166666666666666
0,0.7033333333333334,0.71
0,0.7166666666666667,0.71
0,0.7099999999999999,0.6966666666666667
0,0.7300000000000001,0.7333333333333334
0,0.6833333333333333,0.7233333333333334
0,0.7266666666666668,0.7133333333333333
0,0.7333333333333334,0.7
0,0.6933333333333334,0.7
0,0.71,0.7033333333333334
0,0.71,0.6933333333333334
0,0.7,0.6833333333333333
0,0.7066666666666667,0.71
0,0.7566666666666666,0.73
0,0.6833333333333333,0.72
0,0.7,0.7100000000000001
0,0.7100000000000001,0.7166666666666666
0,0.6833333333333332,0.6933333333333334
0,0.71,0.7233333333333334
0,0.7300000000000001,0.7033333333333334
0,0.7533333333333333,0.7300000000000001
0,0.7,0.7466666666666667
0,0.6933333333333332,0.7166666666666667
0,0.74,0.7300000000000001
0,0.72,0.7033333333333334
0,0.7133333333333334,0.7
0,0.7266666666666666,0.72
0,0.7033333333333334,0.7333333333333333
0,0.7200000000000001,0.6833333333333333
0,0.71,0.69
0,0.72,0.6900000000000001
0,0.7100000000000001,0.7166666666666667
0,0.7033333333333334,0.6799999999999999
0,0.7100000000000001,0.7266666666666667
0,0.6933333333333332,0.7333333333333334
0,0.7133333333333333,0.7266666666666666
0,0.7133333333333334,0.7566666666666667
0,0.6866666666666666,0.7066666666666667
0,0.7300000000000001,0.74
0,0.6966666666666667,0.7266666666666667
0,0.7333333333333334,0.7099999999999999
0,0.72,0.6833333333333332
0,0.7166666666666667,0.6966666666666665
0,0.7166666666666666,0.7
0,0.7033333333333334,0.7300000000000001
0,0.71,0.6966666666666667
0,0.74,0.7266666666666668
0,0.6966666666666667,0.7033333333333334
0,0.6866666666666666,0.72
0,0.72,0.71
0,0.73,0.71
0,0.7166666666666666,0.7100000000000001
0,0.72,0.7433333333333333
0,0.72,0.7133333333333333
0,0.6966666666666665,0.7133333333333333
0,0.7033333333333333,0.7533333333333333
0,0.7066666666666668,0.6866666666666665
0,0.72,0.6833333333333333
0,0.7233333333333334,0.7366666666666666
0,0.7333333333333333,0.6966666666666667
0,0.6733333333333333,0.7
0,0.7166666666666666,0.7300000000000001
0,0.6933333333333332,0.6833333333333333
0,0.7166666666666666,0.6900000000000001
0,0.72,0.7066666666666667
0,0.7033333333333333,0.6833333333333333
0,0.7,0.7333333333333333
0,0.6900000000000001,0.7233333333333334
0,0.7066666666666667,0.74
0,0.7133333333333334,0.7
0,0.72,0.6933333333333334
0,0.7066666666666667,0.73
0,0.7366666666666666,0.7266666666666667
0,0.7133333333333333,0.7433333333333334
0,0.7533333333333332,0.7466666666666666
0,0.7033333333333333,0.7133333333333333
0,0.7166666666666667,0.7066666666666667
0,0.71,0.7366666666666667
0,0.6766666666666666,0.6666666666666666
0,0.6966666666666665,0.7133333333333334
0,0.6866666666666666,0.7166666666666666
0,0.7133333333333333,0.72
0,0.7033333333333333,0.72
0,0.6766666666666666,0.71
0,0.7133333333333333,0.74
0,0.7266666666666667,0.7433333333333333
0,0.7,0.6966666666666667
0,0.7266666666666667,0.7
0,0.7266666666666667,0.7166666666666668
0,0.7166666666666668,0.6666666666666667
0,0.73,0.7300000000000001
0,0.7466666666666665,0.7266666666666666
0,0.7233333333333334,0.7066666666666667
0,0.7266666666666667,0.7166666666666667
0,0.72,0.7066666666666666
0,0.69,0.6666666666666667
0,0.7166666666666667,0.7066666666666667
0,0.7133333333333333,0.6866666666666668
0,0.7233333333333334,0.72
0,0.68,0.7166666666666666
0,0.7233333333333334,0.6766666666666666
0,0.6866666666666666,0.7133333333333335
0,0.7133333333333333,0.73
0,0.7133333333333334,0.7133333333333333
0,0.7033333333333334,0.7033333333333334
0,0.6733333333333333,0.6866666666666668
0,0.7066666666666668,0.6966666666666667
0,0.7299999999999999,0.7
0,0.6966666666666667,0.72
0,0.71,0.7
0,0.72,0.7300000000000001
0,0.6866666666666668,0.7066666666666667
0,0.7266666666666667,0.7233333333333333
0,0.7200000000000001,0.7333333333333334
0,0.7166666666666667,0.7
0,0.7,0.7033333333333334
0,0.7300000000000001,0.7133333333333333
0,0.7233333333333334,0.7300000000000001
0,0.7000000000000001,0.7
0,0.71,0.72
0,0.74,0.73
0,0.7,0.69
0,0.7133333333333333,0.7166666666666666
0,0.7233333333333333,0.7033333333333334
0,0.7366666666666666,0.7100000000000001
0,0.7166666666666666,0.69
0,0.7266666666666666,0.72
0,0.7299999999999999,0.7066666666666667
0,0.7299999999999999,0.7033333333333334
0,0.7233333333333334,0.7233333333333333
0,0.6966666666666667,0.7
0,0.7166666666666666,0.6766666666666665
0,0.7366666666666667,0.6833333333333332
0,0.7033333333333334,0.7266666666666666
0,0.7266666666666667,0.7133333333333334
0,0.7133333333333334,0.73
0,0.73,0.6866666666666666
0,0.7033333333333334,0.7366666666666667
0,0.7366666666666666,0.7300000000000001
0,0.7133333333333334,0.6733333333333333
0,0.7333333333333334,0.7066666666666667
0,0.6766666666666667,0.7299999999999999
0,0.7433333333333334,0.6933333333333332
0,0.71,0.7366666666666667
0,0.7366666666666666,0.7233333333333334
0,0.71,0.6833333333333333
0,0.74,0.6933333333333335
0,0.7166666666666666,0.69
0,0.7066666666666667,0.7299999999999999
0,0.72,0.7166666666666667
0,0.7333333333333334,0.7166666666666666
0,0.7233333333333334,0.7066666666666667
0,0.7166666666666666,0.6866666666666668
0,0.7166666666666666,0.6900000000000001
0,0.7166666666666667,0.6833333333333333
0,0.6933333333333334,0.7233333333333334
0,0.7366666666666667,0.6733333333333333
0,0.7166666666666666,0.7233333333333333
0,0.7,0.73
0,0.72,0.7066666666666667
0,0.7100000000000001,0.6833333333333333
0,0.7033333333333334,0.7300000000000001
0,0.7033333333333333,0.6833333333333333
0,0.72,0.6833333333333333
0,0.7533333333333333,0.7166666666666667
0,0.7333333333333334,0.7433333333333334
0,0.7333333333333332,0.73
0,0.72,0.7233333333333334
0,0.6833333333333333,0.7133333333333333
0,0.6900000000000001,0.7366666666666666
0,0.7266666666666667,0.7266666666666667
0,0.6833333333333333,0.6866666666666666
0,0.7133333333333333,0.7066666666666667
0,0.6933333333333334,0.7166666666666667
0,0.7366666666666667,0.6900000000000001
0,0.7066666666666667,0.7166666666666666
0,0.7233333333333334,0.75
0,0.6900000000000002,0.6933333333333334
0,0.7166666666666666,0.7100000000000001
0,0.7133333333333333,0.7133333333333333
0,0.71,0.7066666666666667
0,0.7133333333333333,0.7
0,0.7133333333333333,0.7
